width, heigh, nbAgent, nbObject, steps, score, speed, vision, memorySize, kPlus, kMinus, error
50,50,10,400,4000,1376,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1298,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1194,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1260,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1222,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1266,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1346,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1416,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1232,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1354,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1272,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1238,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1288,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1292,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1282,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1184,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1220,1,0,5,0.05,0.05,0.0
50,50,10,400,4000,1306,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1288,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1456,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1324,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1360,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1408,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1302,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1450,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1250,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1334,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1594,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1368,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1150,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1326,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1368,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1284,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1434,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1240,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1294,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1504,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1330,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1172,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1336,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1224,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1326,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1488,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1366,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1364,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1338,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1588,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1526,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1522,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1346,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1428,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1446,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1354,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1212,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1300,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1320,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1280,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1316,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1386,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1308,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1342,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1380,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1368,1,0,5,0.05,0.05,0.0
50,50,10,400,8000,1302,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1502,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1442,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1224,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1450,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1300,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1360,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1378,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1272,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1492,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1358,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1182,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1296,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1254,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1296,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1178,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1266,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1282,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1524,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1294,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1372,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1372,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1194,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1382,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1288,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1432,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1314,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1282,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1304,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1326,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1288,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1294,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1350,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1466,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1352,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1332,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1320,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1294,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1416,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1188,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1232,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1414,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1520,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1372,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1392,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1342,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1280,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1212,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1566,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1248,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1188,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1416,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1414,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1272,1,0,10,0.05,0.05,0.0
50,50,10,400,1000,1396,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1262,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1300,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1348,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1126,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1194,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1314,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1344,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1222,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1176,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1448,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1072,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1378,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1384,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1312,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1462,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1442,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1272,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1274,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1224,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1186,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1390,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1230,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1180,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1282,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1364,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1270,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1310,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1498,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1264,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1274,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1358,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1476,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1216,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1532,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1374,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1268,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1446,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1204,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1462,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1342,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1252,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1426,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1302,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1276,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1346,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1296,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1260,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1432,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1232,1,0,10,0.05,0.05,0.0
50,50,10,400,2000,1288,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1264,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1416,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1384,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1408,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1346,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1370,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1234,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1222,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1408,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1620,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1406,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1288,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1306,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1342,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1290,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1424,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1426,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1394,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1256,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1366,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1416,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1444,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1420,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1210,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1342,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1324,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1556,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1242,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1376,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1468,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1364,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1248,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1308,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1392,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1294,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1308,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1302,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1250,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1394,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1342,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1068,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1342,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1366,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1214,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1268,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1368,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1388,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1422,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1362,1,0,10,0.05,0.05,0.0
50,50,10,400,4000,1306,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1310,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1260,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1568,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1404,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1330,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1302,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1514,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1506,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1324,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1572,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1476,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1458,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1420,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1482,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1400,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1456,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1368,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1356,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1466,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1412,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1330,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1358,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1606,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1262,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1392,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1682,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1234,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1444,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1330,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1448,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1362,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1560,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1522,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1382,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1528,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1464,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1298,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1572,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1422,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1400,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1438,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1440,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1248,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1372,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1470,1,0,10,0.05,0.05,0.0
50,50,10,400,8000,1630,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1354,1,0,15,0.05,0.05,0.0
50,50,10,400,8000,1390,1,0,15,0.05,0.05,0.0
50,50,10,400,8000,1232,1,0,15,0.05,0.05,0.0
50,50,10,400,8000,1312,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1256,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1304,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1230,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1312,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1392,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1258,1,0,15,0.05,0.05,0.0
50,50,10,400,8000,1546,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1388,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1340,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1176,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1162,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1358,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1426,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1262,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1354,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1398,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1412,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1374,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1440,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1358,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1110,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1418,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1294,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1190,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1294,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1314,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1218,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1302,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1222,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1298,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1358,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1284,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1348,1,0,15,0.05,0.05,0.0
50,50,10,400,1000,1442,1,0,15,0.05,0.05,0.0
